slno,vehicle_type,brand ,model       ,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
654 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,103382 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5382
655 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,118310 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6283
656 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,128320 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6239
657 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,103832 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6249
658 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,118292 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6240
659 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,121921 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6334
660 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,112833 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6132
661 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,103337 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6184
662 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,133892 ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6347
663 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,103737 ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,1      ,6237
664 ,car         ,honda ,city        ,petrol     ,2017     ,10000        ,10022  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,1319
665 ,car         ,honda ,city        ,petrol     ,2017     ,10000        ,10897  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,1798
666 ,car         ,honda ,city        ,petrol     ,2017     ,10000        ,10732  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,1673
667 ,car         ,honda ,city        ,petrol     ,2017     ,10000        ,10988  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,1239
668 ,car         ,honda ,city        ,petrol     ,2017     ,10000        ,10321  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,1352
669 ,car         ,honda ,city        ,petrol     ,2017     ,10000        ,10978  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,1436
670 ,car         ,honda ,city        ,petrol     ,2017     ,10000        ,9032   ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,1234
