slno,vehicle_type,brand,model,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,timing_belt,cost
1150,car,toyota,prius ,petrol,2005,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1151,car,toyota,prius ,petrol,2007,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1152,car,toyota,prius ,petrol,2007,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1153,car,toyota,prius ,petrol,2007,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1154,car,toyota,prius ,petrol,2007,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1155,car,toyota,prius ,petrol,2007,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1156,car,toyota,prius ,petrol,2007,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1157,car,toyota,prius ,petrol,2007,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1158,car,toyota,prius ,petrol,2007,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1159,car,toyota,prius ,petrol,2007,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1160,car,toyota,prius ,petrol,2007,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1161,car,toyota,prius ,petrol,2007,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1162,car,toyota,prius ,petrol,2008,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1163,car,toyota,prius ,petrol,2008,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1164,car,toyota,prius ,petrol,2008,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1165,car,toyota,prius ,petrol,2008,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1166,car,toyota,prius ,petrol,2008,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1167,car,toyota,prius ,petrol,2008,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1168,car,toyota,prius ,petrol,2008,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1169,car,toyota,prius ,petrol,2008,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1170,car,toyota,prius ,petrol,2008,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1171,car,toyota,prius ,petrol,2008,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1172,car,toyota,prius ,petrol,2008,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1173,car,toyota,prius ,petrol,2009,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1174,car,toyota,prius ,petrol,2009,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1175,car,toyota,prius ,petrol,2009,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1176,car,toyota,prius ,petrol,2009,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1177,car,toyota,prius ,petrol,2009,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1178,car,toyota,prius ,petrol,2009,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1179,car,toyota,prius ,petrol,2009,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1180,car,toyota,prius ,petrol,2009,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1181,car,toyota,prius ,petrol,2009,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1182,car,toyota,prius ,petrol,2009,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1183,car,toyota,prius ,petrol,2009,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1184,car,toyota,prius ,petrol,2010,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1185,car,toyota,prius ,petrol,2010,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1186,car,toyota,prius ,petrol,2010,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1187,car,toyota,prius ,petrol,2010,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1188,car,toyota,prius ,petrol,2010,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1189,car,toyota,prius ,petrol,2010,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1190,car,toyota,prius ,petrol,2010,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1191,car,toyota,prius ,petrol,2010,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1192,car,toyota,prius ,petrol,2010,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1193,car,toyota,prius ,petrol,2010,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1194,car,toyota,prius ,petrol,2010,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1195,car,toyota,prius ,petrol,2011,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1196,car,toyota,prius ,petrol,2011,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1197,car,toyota,prius ,petrol,2011,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1198,car,toyota,prius ,petrol,2011,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1199,car,toyota,prius ,petrol,2011,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1200,car,toyota,prius ,petrol,2011,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1201,car,toyota,prius ,petrol,2011,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1202,car,toyota,prius ,petrol,2011,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1203,car,toyota,prius ,petrol,2011,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1204,car,toyota,prius ,petrol,2011,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1205,car,toyota,prius ,petrol,2011,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1206,car,toyota,prius ,petrol,2012,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1207,car,toyota,prius ,petrol,2012,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1208,car,toyota,prius ,petrol,2012,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1209,car,toyota,prius ,petrol,2012,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1210,car,toyota,prius ,petrol,2012,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1211,car,toyota,prius ,petrol,2012,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1212,car,toyota,prius ,petrol,2012,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1213,car,toyota,prius ,petrol,2012,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1214,car,toyota,prius ,petrol,2012,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1215,car,toyota,prius ,petrol,2012,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1216,car,toyota,prius ,petrol,2012,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1217,car,toyota,prius ,petrol,2013,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1218,car,toyota,prius ,petrol,2013,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1219,car,toyota,prius ,petrol,2013,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1220,car,toyota,prius ,petrol,2013,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1221,car,toyota,prius ,petrol,2013,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1222,car,toyota,prius ,petrol,2013,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1223,car,toyota,prius ,petrol,2013,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1224,car,toyota,prius ,petrol,2013,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1225,car,toyota,prius ,petrol,2013,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1226,car,toyota,prius ,petrol,2013,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1227,car,toyota,prius ,petrol,2013,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1228,car,toyota,prius ,petrol,2014,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1229,car,toyota,prius ,petrol,2014,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1230,car,toyota,prius ,petrol,2014,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1231,car,toyota,prius ,petrol,2014,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1232,car,toyota,prius ,petrol,2014,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1233,car,toyota,prius ,petrol,2014,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1234,car,toyota,prius ,petrol,2014,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1235,car,toyota,prius ,petrol,2014,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1236,car,toyota,prius ,petrol,2014,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1237,car,toyota,prius ,petrol,2014,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1238,car,toyota,prius ,petrol,2014,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1239,car,toyota,prius ,petrol,2015,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1240,car,toyota,prius ,petrol,2015,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1241,car,toyota,prius ,petrol,2015,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1242,car,toyota,prius ,petrol,2015,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1243,car,toyota,prius ,petrol,2015,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1244,car,toyota,prius ,petrol,2015,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1245,car,toyota,prius ,petrol,2015,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1246,car,toyota,prius ,petrol,2015,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1247,car,toyota,prius ,petrol,2015,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1248,car,toyota,prius ,petrol,2015,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1249,car,toyota,prius ,petrol,2015,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1250,car,toyota,prius ,petrol,2016,5000,5325,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1251,car,toyota,prius ,petrol,2016,10000,10560,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1252,car,toyota,prius ,petrol,2016,20000,20450,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,
1253,car,toyota,prius ,petrol,2016,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,
1254,car,toyota,prius ,petrol,2016,40000,40230,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,
1255,car,toyota,prius ,petrol,2016,50000,50115,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,
1256,car,toyota,prius ,petrol,2016,60000,60750,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1257,car,toyota,prius ,petrol,2016,70000,71200,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,
1258,car,toyota,prius ,petrol,2016,80000,80150,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,
1259,car,toyota,prius ,petrol,2016,90000,90650,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,
1260,car,toyota,prius ,petrol,2016,100000,100325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
1261,car,toyota,vitz ,petrol,2001,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1262,car,toyota,vitz ,petrol,2001,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1263,car,toyota,vitz ,petrol,2001,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1264,car,toyota,vitz ,petrol,2001,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1265,car,toyota,vitz ,petrol,2001,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1266,car,toyota,vitz ,petrol,2001,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1267,car,toyota,vitz ,petrol,2001,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1268,car,toyota,vitz ,petrol,2001,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1269,car,toyota,vitz ,petrol,2001,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1270,car,toyota,vitz ,petrol,2001,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1271,car,toyota,vitz ,petrol,2001,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1272,car,toyota,vitz ,petrol,2003,5000,5325,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1273,car,toyota,vitz ,petrol,2003,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1274,car,toyota,vitz ,petrol,2003,20000,20450,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1275,car,toyota,vitz ,petrol,2003,30000,30100,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1276,car,toyota,vitz ,petrol,2003,40000,40230,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1277,car,toyota,vitz ,petrol,2003,50000,50115,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1278,car,toyota,vitz ,petrol,2003,60000,60750,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1279,car,toyota,vitz ,petrol,2003,70000,71200,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1280,car,toyota,vitz ,petrol,2003,80000,80150,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1281,car,toyota,vitz ,petrol,2003,90000,90650,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1282,car,toyota,vitz ,petrol,2003,100000,100325,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1283,car,toyota,vitz ,petrol,2007,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1284,car,toyota,vitz ,petrol,2007,10000,10560,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1285,car,toyota,vitz ,petrol,2007,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1286,car,toyota,vitz ,petrol,2007,30000,30100,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1287,car,toyota,vitz ,petrol,2007,40000,40230,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1288,car,toyota,vitz ,petrol,2007,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1289,car,toyota,vitz ,petrol,2007,60000,60750,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1290,car,toyota,vitz ,petrol,2007,70000,71200,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1291,car,toyota,vitz ,petrol,2007,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1292,car,toyota,vitz ,petrol,2007,90000,90650,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1293,car,toyota,vitz ,petrol,2007,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1294,car,toyota,vitz ,petrol,2008,5000,5325,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1295,car,toyota,vitz ,petrol,2008,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1296,car,toyota,vitz ,petrol,2008,20000,20450,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1297,car,toyota,vitz ,petrol,2008,30000,30100,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1298,car,toyota,vitz ,petrol,2008,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1299,car,toyota,vitz ,petrol,2008,50000,50115,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1300,car,toyota,vitz ,petrol,2008,60000,60750,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1301,car,toyota,vitz ,petrol,2008,70000,71200,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1302,car,toyota,vitz ,petrol,2008,80000,80150,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1303,car,toyota,vitz ,petrol,2008,90000,90650,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1304,car,toyota,vitz ,petrol,2008,100000,100325,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1305,car,toyota,vitz ,petrol,2010,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1306,car,toyota,vitz ,petrol,2010,10000,10560,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1307,car,toyota,vitz ,petrol,2010,20000,20450,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1308,car,toyota,vitz ,petrol,2010,30000,30100,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1309,car,toyota,vitz ,petrol,2010,40000,40230,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1310,car,toyota,vitz ,petrol,2010,50000,50115,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1311,car,toyota,vitz ,petrol,2010,60000,60750,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1312,car,toyota,vitz ,petrol,2010,70000,71200,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1313,car,toyota,vitz ,petrol,2010,80000,80150,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1314,car,toyota,vitz ,petrol,2010,90000,90650,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1315,car,toyota,vitz ,petrol,2010,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1316,car,toyota,vitz ,petrol,2015,5000,5325,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1317,car,toyota,vitz ,petrol,2015,10000,10560,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1318,car,toyota,vitz ,petrol,2015,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1319,car,toyota,vitz ,petrol,2015,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1320,car,toyota,vitz ,petrol,2015,40000,40230,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1321,car,toyota,vitz ,petrol,2015,50000,50115,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1322,car,toyota,vitz ,petrol,2015,60000,60750,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1323,car,toyota,vitz ,petrol,2015,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1324,car,toyota,vitz ,petrol,2015,80000,80150,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1325,car,toyota,vitz ,petrol,2015,90000,90650,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1326,car,toyota,vitz ,petrol,2015,100000,100325,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1327,car,toyota,vitz ,petrol,2016,5000,5325,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1328,car,toyota,vitz ,petrol,2016,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1329,car,toyota,vitz ,petrol,2016,20000,20450,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1330,car,toyota,vitz ,petrol,2016,30000,30100,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1331,car,toyota,vitz ,petrol,2016,40000,40230,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1332,car,toyota,vitz ,petrol,2016,50000,50115,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1333,car,toyota,vitz ,petrol,2016,60000,60750,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1334,car,toyota,vitz ,petrol,2016,70000,71200,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1335,car,toyota,vitz ,petrol,2016,80000,80150,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1336,car,toyota,vitz ,petrol,2016,90000,90650,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1337,car,toyota,vitz ,petrol,2016,100000,100325,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1338,car,toyota,vitz ,petrol,2017,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1339,car,toyota,vitz ,petrol,2017,10000,10560,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1340,car,toyota,vitz ,petrol,2017,20000,20450,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1341,car,toyota,vitz ,petrol,2017,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1342,car,toyota,vitz ,petrol,2017,40000,40230,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1343,car,toyota,vitz ,petrol,2017,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1344,car,toyota,vitz ,petrol,2017,60000,60750,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1345,car,toyota,vitz ,petrol,2017,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1346,car,toyota,vitz ,petrol,2017,80000,80150,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1347,car,toyota,vitz ,petrol,2017,90000,90650,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1348,car,toyota,vitz ,petrol,2017,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1349,car,toyota,vitz ,petrol,2018,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1350,car,toyota,vitz ,petrol,2018,10000,10560,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1351,car,toyota,vitz ,petrol,2018,20000,20450,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1352,car,toyota,vitz ,petrol,2018,30000,30100,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1353,car,toyota,vitz ,petrol,2018,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1354,car,toyota,vitz ,petrol,2018,50000,50115,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1355,car,toyota,vitz ,petrol,2018,60000,60750,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1356,car,toyota,vitz ,petrol,2018,70000,71200,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1357,car,toyota,vitz ,petrol,2018,80000,80150,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1358,car,toyota,vitz ,petrol,2018,90000,90650,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1359,car,toyota,vitz ,petrol,2018,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1360,car,toyota,vitz ,petrol,2019,5000,5325,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1361,car,toyota,vitz ,petrol,2019,10000,10560,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1362,car,toyota,vitz ,petrol,2019,20000,20450,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1363,car,toyota,vitz ,petrol,2019,30000,30100,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1364,car,toyota,vitz ,petrol,2019,40000,40230,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1365,car,toyota,vitz ,petrol,2019,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1366,car,toyota,vitz ,petrol,2019,60000,60750,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1367,car,toyota,vitz ,petrol,2019,70000,71200,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1368,car,toyota,vitz ,petrol,2019,80000,80150,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1369,car,toyota,vitz ,petrol,2019,90000,90650,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1370,car,toyota,vitz ,petrol,2019,100000,100325,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1371,car,toyota,premio,petrol,2007,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1372,car,toyota,premio,petrol,2007,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1373,car,toyota,premio,petrol,2007,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1374,car,toyota,premio,petrol,2007,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1375,car,toyota,premio,petrol,2007,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1376,car,toyota,premio,petrol,2007,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1377,car,toyota,premio,petrol,2007,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1378,car,toyota,premio,petrol,2007,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1379,car,toyota,premio,petrol,2007,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1380,car,toyota,premio,petrol,2007,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1381,car,toyota,premio,petrol,2007,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1382,car,toyota,premio,petrol,2008,5000,5325,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1383,car,toyota,premio,petrol,2008,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1384,car,toyota,premio,petrol,2008,20000,20450,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1385,car,toyota,premio,petrol,2008,30000,30100,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1386,car,toyota,premio,petrol,2008,40000,40230,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1387,car,toyota,premio,petrol,2008,50000,50115,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1388,car,toyota,premio,petrol,2008,60000,60750,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1389,car,toyota,premio,petrol,2008,70000,71200,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1390,car,toyota,premio,petrol,2008,80000,80150,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
